sku_id,forecast_week,forecast_units,model_name
SKU_087,2026-01-05,370.0,SeasonalNaive52
SKU_087,2026-01-12,360.0,SeasonalNaive52
SKU_087,2026-01-19,312.0,SeasonalNaive52
SKU_087,2026-01-26,355.0,SeasonalNaive52
SKU_087,2026-02-02,340.0,SeasonalNaive52
SKU_087,2026-02-09,324.0,SeasonalNaive52
SKU_088,2026-01-05,38.0,SeasonalNaive52
SKU_088,2026-01-12,36.0,SeasonalNaive52
SKU_088,2026-01-19,46.0,SeasonalNaive52
SKU_088,2026-01-26,34.0,SeasonalNaive52
SKU_088,2026-02-02,44.0,SeasonalNaive52
SKU_088,2026-02-09,42.0,SeasonalNaive52
SKU_089,2026-01-05,394.0,SeasonalNaive52
SKU_089,2026-01-12,375.0,SeasonalNaive52
SKU_089,2026-01-19,422.0,SeasonalNaive52
SKU_089,2026-01-26,386.0,SeasonalNaive52
SKU_089,2026-02-02,394.0,SeasonalNaive52
SKU_089,2026-02-09,393.0,SeasonalNaive52
SKU_090,2026-01-05,205.0,SeasonalNaive52
SKU_090,2026-01-12,208.0,SeasonalNaive52
SKU_090,2026-01-19,160.0,SeasonalNaive52
SKU_090,2026-01-26,176.0,SeasonalNaive52
SKU_090,2026-02-02,228.0,SeasonalNaive52
SKU_090,2026-02-09,197.0,SeasonalNaive52
SKU_091,2026-01-05,96.0,SeasonalNaive52
SKU_091,2026-01-12,92.0,SeasonalNaive52
SKU_091,2026-01-19,106.0,SeasonalNaive52
SKU_091,2026-01-26,90.0,SeasonalNaive52
SKU_091,2026-02-02,93.0,SeasonalNaive52
SKU_091,2026-02-09,112.0,SeasonalNaive52
SKU_092,2026-01-05,158.0,SeasonalNaive52
SKU_092,2026-01-12,168.0,SeasonalNaive52
SKU_092,2026-01-19,150.0,SeasonalNaive52
SKU_092,2026-01-26,152.0,SeasonalNaive52
SKU_092,2026-02-02,184.0,SeasonalNaive52
SKU_092,2026-02-09,143.0,SeasonalNaive52
SKU_093,2026-01-05,431.0,SeasonalNaive52
SKU_093,2026-01-12,345.0,SeasonalNaive52
SKU_093,2026-01-19,385.0,SeasonalNaive52
SKU_093,2026-01-26,387.0,SeasonalNaive52
SKU_093,2026-02-02,359.0,SeasonalNaive52
SKU_093,2026-02-09,378.0,SeasonalNaive52
SKU_094,2026-01-05,79.0,SeasonalNaive52
SKU_094,2026-01-12,78.0,SeasonalNaive52
SKU_094,2026-01-19,85.0,SeasonalNaive52
SKU_094,2026-01-26,62.0,SeasonalNaive52
SKU_094,2026-02-02,76.0,SeasonalNaive52
SKU_094,2026-02-09,64.0,SeasonalNaive52
SKU_095,2026-01-05,71.0,SeasonalNaive52
SKU_095,2026-01-12,60.0,SeasonalNaive52
SKU_095,2026-01-19,64.0,SeasonalNaive52
SKU_095,2026-01-26,64.0,SeasonalNaive52
SKU_095,2026-02-02,65.0,SeasonalNaive52
SKU_095,2026-02-09,70.0,SeasonalNaive52
SKU_096,2026-01-05,36.0,SeasonalNaive52
SKU_096,2026-01-12,31.0,SeasonalNaive52
SKU_096,2026-01-19,35.0,SeasonalNaive52
SKU_096,2026-01-26,37.0,SeasonalNaive52
SKU_096,2026-02-02,40.0,SeasonalNaive52
SKU_096,2026-02-09,37.0,SeasonalNaive52
SKU_097,2026-01-05,34.0,SeasonalNaive52
SKU_097,2026-01-12,34.0,SeasonalNaive52
SKU_097,2026-01-19,27.0,SeasonalNaive52
SKU_097,2026-01-26,31.0,SeasonalNaive52
SKU_097,2026-02-02,46.0,SeasonalNaive52
SKU_097,2026-02-09,26.0,SeasonalNaive52
SKU_098,2026-01-05,119.0,SeasonalNaive52
SKU_098,2026-01-12,120.0,SeasonalNaive52
SKU_098,2026-01-19,123.0,SeasonalNaive52
SKU_098,2026-01-26,144.0,SeasonalNaive52
SKU_098,2026-02-02,83.0,SeasonalNaive52
SKU_098,2026-02-09,119.0,SeasonalNaive52
SKU_099,2026-01-05,31.0,SeasonalNaive52
SKU_099,2026-01-12,46.0,SeasonalNaive52
SKU_099,2026-01-19,36.0,SeasonalNaive52
SKU_099,2026-01-26,36.0,SeasonalNaive52
SKU_099,2026-02-02,39.0,SeasonalNaive52
SKU_099,2026-02-09,38.0,SeasonalNaive52
SKU_100,2026-01-05,307.0,SeasonalNaive52
SKU_100,2026-01-12,275.0,SeasonalNaive52
SKU_100,2026-01-19,261.0,SeasonalNaive52
SKU_100,2026-01-26,261.0,SeasonalNaive52
SKU_100,2026-02-02,275.0,SeasonalNaive52
SKU_100,2026-02-09,264.0,SeasonalNaive52
SKU_101,2026-01-05,98.0,SeasonalNaive52
SKU_101,2026-01-12,90.0,SeasonalNaive52
SKU_101,2026-01-19,88.0,SeasonalNaive52
SKU_101,2026-01-26,112.0,SeasonalNaive52
SKU_101,2026-02-02,115.0,SeasonalNaive52
SKU_101,2026-02-09,95.0,SeasonalNaive52
SKU_102,2026-01-05,72.0,SeasonalNaive52
SKU_102,2026-01-12,91.0,SeasonalNaive52
SKU_102,2026-01-19,82.0,SeasonalNaive52
SKU_102,2026-01-26,94.0,SeasonalNaive52
SKU_102,2026-02-02,58.0,SeasonalNaive52
SKU_102,2026-02-09,88.0,SeasonalNaive52
SKU_103,2026-01-05,24.0,SeasonalNaive52
SKU_103,2026-01-12,31.0,SeasonalNaive52
SKU_103,2026-01-19,21.0,SeasonalNaive52
SKU_103,2026-01-26,18.0,SeasonalNaive52
SKU_103,2026-02-02,32.0,SeasonalNaive52
SKU_103,2026-02-09,22.0,SeasonalNaive52
SKU_104,2026-01-05,157.0,SeasonalNaive52
SKU_104,2026-01-12,128.0,SeasonalNaive52
SKU_104,2026-01-19,138.0,SeasonalNaive52
SKU_104,2026-01-26,134.0,SeasonalNaive52
SKU_104,2026-02-02,148.0,SeasonalNaive52
SKU_104,2026-02-09,156.0,SeasonalNaive52
SKU_105,2026-01-05,94.0,SeasonalNaive52
SKU_105,2026-01-12,98.0,SeasonalNaive52
SKU_105,2026-01-19,85.0,SeasonalNaive52
SKU_105,2026-01-26,87.0,SeasonalNaive52
SKU_105,2026-02-02,107.0,SeasonalNaive52
SKU_105,2026-02-09,86.0,SeasonalNaive52
SKU_106,2026-01-05,107.0,SeasonalNaive52
SKU_106,2026-01-12,137.0,SeasonalNaive52
SKU_106,2026-01-19,162.0,SeasonalNaive52
SKU_106,2026-01-26,121.0,SeasonalNaive52
SKU_106,2026-02-02,165.0,SeasonalNaive52
SKU_106,2026-02-09,145.0,SeasonalNaive52
SKU_107,2026-01-05,205.0,SeasonalNaive52
SKU_107,2026-01-12,172.0,SeasonalNaive52
SKU_107,2026-01-19,176.0,SeasonalNaive52
SKU_107,2026-01-26,129.0,SeasonalNaive52
SKU_107,2026-02-02,167.0,SeasonalNaive52
SKU_107,2026-02-09,163.0,SeasonalNaive52
SKU_108,2026-01-05,14.0,SeasonalNaive52
SKU_108,2026-01-12,23.0,SeasonalNaive52
SKU_108,2026-01-19,16.0,SeasonalNaive52
SKU_108,2026-01-26,17.0,SeasonalNaive52
SKU_108,2026-02-02,13.0,SeasonalNaive52
SKU_108,2026-02-09,26.0,SeasonalNaive52
SKU_109,2026-01-05,166.0,SeasonalNaive52
SKU_109,2026-01-12,181.0,SeasonalNaive52
SKU_109,2026-01-19,155.0,SeasonalNaive52
SKU_109,2026-01-26,114.0,SeasonalNaive52
SKU_109,2026-02-02,188.0,SeasonalNaive52
SKU_109,2026-02-09,114.0,SeasonalNaive52
SKU_110,2026-01-05,24.0,SeasonalNaive52
SKU_110,2026-01-12,26.0,SeasonalNaive52
SKU_110,2026-01-19,30.0,SeasonalNaive52
SKU_110,2026-01-26,9.0,SeasonalNaive52
SKU_110,2026-02-02,16.0,SeasonalNaive52
SKU_110,2026-02-09,11.0,SeasonalNaive52
SKU_111,2026-01-05,189.0,SeasonalNaive52
SKU_111,2026-01-12,188.0,SeasonalNaive52
SKU_111,2026-01-19,189.0,SeasonalNaive52
SKU_111,2026-01-26,158.0,SeasonalNaive52
SKU_111,2026-02-02,225.0,SeasonalNaive52
SKU_111,2026-02-09,171.0,SeasonalNaive52
SKU_112,2026-01-05,498.0,SeasonalNaive52
SKU_112,2026-01-12,377.0,SeasonalNaive52
SKU_112,2026-01-19,445.0,SeasonalNaive52
SKU_112,2026-01-26,442.0,SeasonalNaive52
SKU_112,2026-02-02,437.0,SeasonalNaive52
SKU_112,2026-02-09,413.0,SeasonalNaive52
SKU_113,2026-01-05,47.0,SeasonalNaive52
SKU_113,2026-01-12,42.0,SeasonalNaive52
SKU_113,2026-01-19,44.0,SeasonalNaive52
SKU_113,2026-01-26,36.0,SeasonalNaive52
SKU_113,2026-02-02,33.0,SeasonalNaive52
SKU_113,2026-02-09,51.0,SeasonalNaive52
SKU_114,2026-01-05,87.0,SeasonalNaive52
SKU_114,2026-01-12,97.0,SeasonalNaive52
SKU_114,2026-01-19,115.0,SeasonalNaive52
SKU_114,2026-01-26,78.0,SeasonalNaive52
SKU_114,2026-02-02,82.0,SeasonalNaive52
SKU_114,2026-02-09,78.0,SeasonalNaive52
SKU_115,2026-01-05,111.0,SeasonalNaive52
SKU_115,2026-01-12,132.0,SeasonalNaive52
SKU_115,2026-01-19,118.0,SeasonalNaive52
SKU_115,2026-01-26,126.0,SeasonalNaive52
SKU_115,2026-02-02,118.0,SeasonalNaive52
SKU_115,2026-02-09,101.0,SeasonalNaive52
SKU_116,2026-01-05,286.0,SeasonalNaive52
SKU_116,2026-01-12,279.0,SeasonalNaive52
SKU_116,2026-01-19,344.0,SeasonalNaive52
SKU_116,2026-01-26,315.0,SeasonalNaive52
SKU_116,2026-02-02,281.0,SeasonalNaive52
SKU_116,2026-02-09,325.0,SeasonalNaive52
SKU_117,2026-01-05,80.0,SeasonalNaive52
SKU_117,2026-01-12,102.0,SeasonalNaive52
SKU_117,2026-01-19,115.0,SeasonalNaive52
SKU_117,2026-01-26,96.0,SeasonalNaive52
SKU_117,2026-02-02,128.0,SeasonalNaive52
SKU_117,2026-02-09,101.0,SeasonalNaive52
SKU_118,2026-01-05,80.0,SeasonalNaive52
SKU_118,2026-01-12,72.0,SeasonalNaive52
SKU_118,2026-01-19,55.0,SeasonalNaive52
SKU_118,2026-01-26,62.0,SeasonalNaive52
SKU_118,2026-02-02,58.0,SeasonalNaive52
SKU_118,2026-02-09,48.0,SeasonalNaive52
SKU_119,2026-01-05,176.0,SeasonalNaive52
SKU_119,2026-01-12,172.0,SeasonalNaive52
SKU_119,2026-01-19,172.0,SeasonalNaive52
SKU_119,2026-01-26,149.0,SeasonalNaive52
SKU_119,2026-02-02,175.0,SeasonalNaive52
SKU_119,2026-02-09,132.0,SeasonalNaive52
SKU_120,2026-01-05,165.0,SeasonalNaive52
SKU_120,2026-01-12,163.0,SeasonalNaive52
SKU_120,2026-01-19,183.0,SeasonalNaive52
SKU_120,2026-01-26,139.0,SeasonalNaive52
SKU_120,2026-02-02,155.0,SeasonalNaive52
SKU_120,2026-02-09,157.0,SeasonalNaive52
SKU_121,2026-01-05,432.0,SeasonalNaive52
SKU_121,2026-01-12,417.0,SeasonalNaive52
SKU_121,2026-01-19,407.0,SeasonalNaive52
SKU_121,2026-01-26,466.0,SeasonalNaive52
SKU_121,2026-02-02,423.0,SeasonalNaive52
SKU_121,2026-02-09,363.0,SeasonalNaive52
SKU_122,2026-01-05,275.0,SeasonalNaive52
SKU_122,2026-01-12,315.0,SeasonalNaive52
SKU_122,2026-01-19,330.0,SeasonalNaive52
SKU_122,2026-01-26,283.0,SeasonalNaive52
SKU_122,2026-02-02,317.0,SeasonalNaive52
SKU_122,2026-02-09,317.0,SeasonalNaive52
SKU_123,2026-01-05,155.0,SeasonalNaive52
SKU_123,2026-01-12,137.0,SeasonalNaive52
SKU_123,2026-01-19,157.0,SeasonalNaive52
SKU_123,2026-01-26,116.0,SeasonalNaive52
SKU_123,2026-02-02,115.0,SeasonalNaive52
SKU_123,2026-02-09,135.0,SeasonalNaive52
SKU_124,2026-01-05,96.0,SeasonalNaive52
SKU_124,2026-01-12,85.0,SeasonalNaive52
SKU_124,2026-01-19,125.0,SeasonalNaive52
SKU_124,2026-01-26,85.0,SeasonalNaive52
SKU_124,2026-02-02,80.0,SeasonalNaive52
SKU_124,2026-02-09,85.0,SeasonalNaive52
SKU_125,2026-01-05,52.0,SeasonalNaive52
SKU_125,2026-01-12,44.0,SeasonalNaive52
SKU_125,2026-01-19,50.0,SeasonalNaive52
SKU_125,2026-01-26,36.0,SeasonalNaive52
SKU_125,2026-02-02,56.0,SeasonalNaive52
SKU_125,2026-02-09,61.0,SeasonalNaive52
SKU_126,2026-01-05,203.0,SeasonalNaive52
SKU_126,2026-01-12,166.0,SeasonalNaive52
SKU_126,2026-01-19,179.0,SeasonalNaive52
SKU_126,2026-01-26,181.0,SeasonalNaive52
SKU_126,2026-02-02,148.0,SeasonalNaive52
SKU_126,2026-02-09,187.0,SeasonalNaive52
SKU_127,2026-01-05,131.0,SeasonalNaive52
SKU_127,2026-01-12,128.0,SeasonalNaive52
SKU_127,2026-01-19,150.0,SeasonalNaive52
SKU_127,2026-01-26,148.0,SeasonalNaive52
SKU_127,2026-02-02,147.0,SeasonalNaive52
SKU_127,2026-02-09,125.0,SeasonalNaive52
SKU_128,2026-01-05,137.0,SeasonalNaive52
SKU_128,2026-01-12,143.0,SeasonalNaive52
SKU_128,2026-01-19,156.0,SeasonalNaive52
SKU_128,2026-01-26,137.0,SeasonalNaive52
SKU_128,2026-02-02,122.0,SeasonalNaive52
SKU_128,2026-02-09,131.0,SeasonalNaive52
SKU_129,2026-01-05,179.0,SeasonalNaive52
SKU_129,2026-01-12,156.0,SeasonalNaive52
SKU_129,2026-01-19,162.0,SeasonalNaive52
SKU_129,2026-01-26,198.0,SeasonalNaive52
SKU_129,2026-02-02,145.0,SeasonalNaive52
SKU_129,2026-02-09,169.0,SeasonalNaive52
SKU_130,2026-01-05,23.0,SeasonalNaive52
SKU_130,2026-01-12,29.0,SeasonalNaive52
SKU_130,2026-01-19,26.0,SeasonalNaive52
SKU_130,2026-01-26,23.0,SeasonalNaive52
SKU_130,2026-02-02,28.0,SeasonalNaive52
SKU_130,2026-02-09,28.0,SeasonalNaive52
SKU_131,2026-01-05,430.0,SeasonalNaive52
SKU_131,2026-01-12,332.0,SeasonalNaive52
SKU_131,2026-01-19,304.0,SeasonalNaive52
SKU_131,2026-01-26,321.0,SeasonalNaive52
SKU_131,2026-02-02,332.0,SeasonalNaive52
SKU_131,2026-02-09,374.0,SeasonalNaive52
SKU_132,2026-01-05,342.0,SeasonalNaive52
SKU_132,2026-01-12,340.0,SeasonalNaive52
SKU_132,2026-01-19,382.0,SeasonalNaive52
SKU_132,2026-01-26,297.0,SeasonalNaive52
SKU_132,2026-02-02,346.0,SeasonalNaive52
SKU_132,2026-02-09,293.0,SeasonalNaive52
SKU_133,2026-01-05,178.0,SeasonalNaive52
SKU_133,2026-01-12,159.0,SeasonalNaive52
SKU_133,2026-01-19,153.0,SeasonalNaive52
SKU_133,2026-01-26,143.0,SeasonalNaive52
SKU_133,2026-02-02,149.0,SeasonalNaive52
SKU_133,2026-02-09,148.0,SeasonalNaive52
SKU_134,2026-01-05,250.0,SeasonalNaive52
SKU_134,2026-01-12,216.0,SeasonalNaive52
SKU_134,2026-01-19,236.0,SeasonalNaive52
SKU_134,2026-01-26,209.0,SeasonalNaive52
SKU_134,2026-02-02,195.0,SeasonalNaive52
SKU_134,2026-02-09,215.0,SeasonalNaive52
SKU_135,2026-01-05,130.0,SeasonalNaive52
SKU_135,2026-01-12,111.0,SeasonalNaive52
SKU_135,2026-01-19,127.0,SeasonalNaive52
SKU_135,2026-01-26,118.0,SeasonalNaive52
SKU_135,2026-02-02,118.0,SeasonalNaive52
SKU_135,2026-02-09,124.0,SeasonalNaive52
SKU_136,2026-01-05,80.0,SeasonalNaive52
SKU_136,2026-01-12,88.0,SeasonalNaive52
SKU_136,2026-01-19,103.0,SeasonalNaive52
SKU_136,2026-01-26,88.0,SeasonalNaive52
SKU_136,2026-02-02,95.0,SeasonalNaive52
SKU_136,2026-02-09,105.0,SeasonalNaive52
SKU_137,2026-01-05,437.0,SeasonalNaive52
SKU_137,2026-01-12,430.0,SeasonalNaive52
SKU_137,2026-01-19,418.0,SeasonalNaive52
SKU_137,2026-01-26,425.0,SeasonalNaive52
SKU_137,2026-02-02,380.0,SeasonalNaive52
SKU_137,2026-02-09,391.0,SeasonalNaive52
SKU_138,2026-01-05,89.0,SeasonalNaive52
SKU_138,2026-01-12,69.0,SeasonalNaive52
SKU_138,2026-01-19,78.0,SeasonalNaive52
SKU_138,2026-01-26,82.0,SeasonalNaive52
SKU_138,2026-02-02,70.0,SeasonalNaive52
SKU_138,2026-02-09,82.0,SeasonalNaive52
SKU_139,2026-01-05,234.0,SeasonalNaive52
SKU_139,2026-01-12,223.0,SeasonalNaive52
SKU_139,2026-01-19,269.0,SeasonalNaive52
SKU_139,2026-01-26,264.0,SeasonalNaive52
SKU_139,2026-02-02,234.0,SeasonalNaive52
SKU_139,2026-02-09,232.0,SeasonalNaive52
SKU_140,2026-01-05,61.0,SeasonalNaive52
SKU_140,2026-01-12,58.0,SeasonalNaive52
SKU_140,2026-01-19,57.0,SeasonalNaive52
SKU_140,2026-01-26,40.0,SeasonalNaive52
SKU_140,2026-02-02,59.0,SeasonalNaive52
SKU_140,2026-02-09,61.0,SeasonalNaive52
SKU_141,2026-01-05,136.0,SeasonalNaive52
SKU_141,2026-01-12,145.0,SeasonalNaive52
SKU_141,2026-01-19,113.0,SeasonalNaive52
SKU_141,2026-01-26,115.0,SeasonalNaive52
SKU_141,2026-02-02,134.0,SeasonalNaive52
SKU_141,2026-02-09,145.0,SeasonalNaive52
SKU_142,2026-01-05,99.0,SeasonalNaive52
SKU_142,2026-01-12,64.0,SeasonalNaive52
SKU_142,2026-01-19,90.0,SeasonalNaive52
SKU_142,2026-01-26,76.0,SeasonalNaive52
SKU_142,2026-02-02,82.0,SeasonalNaive52
SKU_142,2026-02-09,97.0,SeasonalNaive52
SKU_143,2026-01-05,200.0,SeasonalNaive52
SKU_143,2026-01-12,153.0,SeasonalNaive52
SKU_143,2026-01-19,178.0,SeasonalNaive52
SKU_143,2026-01-26,183.0,SeasonalNaive52
SKU_143,2026-02-02,149.0,SeasonalNaive52
SKU_143,2026-02-09,181.0,SeasonalNaive52
SKU_144,2026-01-05,330.0,SeasonalNaive52
SKU_144,2026-01-12,316.0,SeasonalNaive52
SKU_144,2026-01-19,329.0,SeasonalNaive52
SKU_144,2026-01-26,260.0,SeasonalNaive52
SKU_144,2026-02-02,337.0,SeasonalNaive52
SKU_144,2026-02-09,264.0,SeasonalNaive52
SKU_145,2026-01-05,94.0,SeasonalNaive52
SKU_145,2026-01-12,77.0,SeasonalNaive52
SKU_145,2026-01-19,67.0,SeasonalNaive52
SKU_145,2026-01-26,69.0,SeasonalNaive52
SKU_145,2026-02-02,65.0,SeasonalNaive52
SKU_145,2026-02-09,64.0,SeasonalNaive52
SKU_146,2026-01-05,204.0,SeasonalNaive52
SKU_146,2026-01-12,185.0,SeasonalNaive52
SKU_146,2026-01-19,218.0,SeasonalNaive52
SKU_146,2026-01-26,171.0,SeasonalNaive52
SKU_146,2026-02-02,161.0,SeasonalNaive52
SKU_146,2026-02-09,205.0,SeasonalNaive52
SKU_147,2026-01-05,160.0,SeasonalNaive52
SKU_147,2026-01-12,149.0,SeasonalNaive52
SKU_147,2026-01-19,135.0,SeasonalNaive52
SKU_147,2026-01-26,141.0,SeasonalNaive52
SKU_147,2026-02-02,129.0,SeasonalNaive52
SKU_147,2026-02-09,146.0,SeasonalNaive52
SKU_148,2026-01-05,169.0,SeasonalNaive52
SKU_148,2026-01-12,198.0,SeasonalNaive52
SKU_148,2026-01-19,169.0,SeasonalNaive52
SKU_148,2026-01-26,216.0,SeasonalNaive52
SKU_148,2026-02-02,193.0,SeasonalNaive52
SKU_148,2026-02-09,182.0,SeasonalNaive52
SKU_149,2026-01-05,174.0,SeasonalNaive52
SKU_149,2026-01-12,193.0,SeasonalNaive52
SKU_149,2026-01-19,218.0,SeasonalNaive52
SKU_149,2026-01-26,183.0,SeasonalNaive52
SKU_149,2026-02-02,187.0,SeasonalNaive52
SKU_149,2026-02-09,212.0,SeasonalNaive52
SKU_150,2026-01-05,168.0,SeasonalNaive52
SKU_150,2026-01-12,162.0,SeasonalNaive52
SKU_150,2026-01-19,143.0,SeasonalNaive52
SKU_150,2026-01-26,162.0,SeasonalNaive52
SKU_150,2026-02-02,161.0,SeasonalNaive52
SKU_150,2026-02-09,140.0,SeasonalNaive52
SKU_151,2026-01-05,158.0,SeasonalNaive52
SKU_151,2026-01-12,154.0,SeasonalNaive52
SKU_151,2026-01-19,168.0,SeasonalNaive52
SKU_151,2026-01-26,217.0,SeasonalNaive52
SKU_151,2026-02-02,188.0,SeasonalNaive52
SKU_151,2026-02-09,178.0,SeasonalNaive52
SKU_152,2026-01-05,78.0,SeasonalNaive52
SKU_152,2026-01-12,80.0,SeasonalNaive52
SKU_152,2026-01-19,59.0,SeasonalNaive52
SKU_152,2026-01-26,66.0,SeasonalNaive52
SKU_152,2026-02-02,86.0,SeasonalNaive52
SKU_152,2026-02-09,82.0,SeasonalNaive52
SKU_153,2026-01-05,70.0,SeasonalNaive52
SKU_153,2026-01-12,75.0,SeasonalNaive52
SKU_153,2026-01-19,68.0,SeasonalNaive52
SKU_153,2026-01-26,55.0,SeasonalNaive52
SKU_153,2026-02-02,65.0,SeasonalNaive52
SKU_153,2026-02-09,70.0,SeasonalNaive52
SKU_154,2026-01-05,46.0,SeasonalNaive52
SKU_154,2026-01-12,36.0,SeasonalNaive52
SKU_154,2026-01-19,53.0,SeasonalNaive52
SKU_154,2026-01-26,53.0,SeasonalNaive52
SKU_154,2026-02-02,44.0,SeasonalNaive52
SKU_154,2026-02-09,47.0,SeasonalNaive52
SKU_155,2026-01-05,145.0,SeasonalNaive52
SKU_155,2026-01-12,140.0,SeasonalNaive52
SKU_155,2026-01-19,136.0,SeasonalNaive52
SKU_155,2026-01-26,139.0,SeasonalNaive52
SKU_155,2026-02-02,169.0,SeasonalNaive52
SKU_155,2026-02-09,134.0,SeasonalNaive52
SKU_156,2026-01-05,324.0,SeasonalNaive52
SKU_156,2026-01-12,367.0,SeasonalNaive52
SKU_156,2026-01-19,381.0,SeasonalNaive52
SKU_156,2026-01-26,382.0,SeasonalNaive52
SKU_156,2026-02-02,393.0,SeasonalNaive52
SKU_156,2026-02-09,354.0,SeasonalNaive52
SKU_157,2026-01-05,346.0,SeasonalNaive52
SKU_157,2026-01-12,306.0,SeasonalNaive52
SKU_157,2026-01-19,305.0,SeasonalNaive52
SKU_157,2026-01-26,294.0,SeasonalNaive52
SKU_157,2026-02-02,285.0,SeasonalNaive52
SKU_157,2026-02-09,286.0,SeasonalNaive52
SKU_158,2026-01-05,110.0,SeasonalNaive52
SKU_158,2026-01-12,102.0,SeasonalNaive52
SKU_158,2026-01-19,117.0,SeasonalNaive52
SKU_158,2026-01-26,118.0,SeasonalNaive52
SKU_158,2026-02-02,107.0,SeasonalNaive52
SKU_158,2026-02-09,120.0,SeasonalNaive52
SKU_159,2026-01-05,144.0,SeasonalNaive52
SKU_159,2026-01-12,117.0,SeasonalNaive52
SKU_159,2026-01-19,150.0,SeasonalNaive52
SKU_159,2026-01-26,117.0,SeasonalNaive52
SKU_159,2026-02-02,119.0,SeasonalNaive52
SKU_159,2026-02-09,107.0,SeasonalNaive52
SKU_160,2026-01-05,314.0,SeasonalNaive52
SKU_160,2026-01-12,426.0,SeasonalNaive52
SKU_160,2026-01-19,400.0,SeasonalNaive52
SKU_160,2026-01-26,410.0,SeasonalNaive52
SKU_160,2026-02-02,487.0,SeasonalNaive52
SKU_160,2026-02-09,406.0,SeasonalNaive52
SKU_161,2026-01-05,129.0,SeasonalNaive52
SKU_161,2026-01-12,105.0,SeasonalNaive52
SKU_161,2026-01-19,121.0,SeasonalNaive52
SKU_161,2026-01-26,135.0,SeasonalNaive52
SKU_161,2026-02-02,148.0,SeasonalNaive52
SKU_161,2026-02-09,121.0,SeasonalNaive52
SKU_162,2026-01-05,130.0,SeasonalNaive52
SKU_162,2026-01-12,145.0,SeasonalNaive52
SKU_162,2026-01-19,115.0,SeasonalNaive52
SKU_162,2026-01-26,142.0,SeasonalNaive52
SKU_162,2026-02-02,142.0,SeasonalNaive52
SKU_162,2026-02-09,142.0,SeasonalNaive52
SKU_163,2026-01-05,247.0,SeasonalNaive52
SKU_163,2026-01-12,273.0,SeasonalNaive52
SKU_163,2026-01-19,204.0,SeasonalNaive52
SKU_163,2026-01-26,216.0,SeasonalNaive52
SKU_163,2026-02-02,233.0,SeasonalNaive52
SKU_163,2026-02-09,239.0,SeasonalNaive52
SKU_164,2026-01-05,58.0,SeasonalNaive52
SKU_164,2026-01-12,59.0,SeasonalNaive52
SKU_164,2026-01-19,58.0,SeasonalNaive52
SKU_164,2026-01-26,63.0,SeasonalNaive52
SKU_164,2026-02-02,36.0,SeasonalNaive52
SKU_164,2026-02-09,59.0,SeasonalNaive52
SKU_165,2026-01-05,32.0,SeasonalNaive52
SKU_165,2026-01-12,22.0,SeasonalNaive52
SKU_165,2026-01-19,33.0,SeasonalNaive52
SKU_165,2026-01-26,17.0,SeasonalNaive52
SKU_165,2026-02-02,21.0,SeasonalNaive52
SKU_165,2026-02-09,27.0,SeasonalNaive52
SKU_166,2026-01-05,19.0,SeasonalNaive52
SKU_166,2026-01-12,20.0,SeasonalNaive52
SKU_166,2026-01-19,23.0,SeasonalNaive52
SKU_166,2026-01-26,20.0,SeasonalNaive52
SKU_166,2026-02-02,20.0,SeasonalNaive52
SKU_166,2026-02-09,17.0,SeasonalNaive52
SKU_167,2026-01-05,78.0,SeasonalNaive52
SKU_167,2026-01-12,100.0,SeasonalNaive52
SKU_167,2026-01-19,58.0,SeasonalNaive52
SKU_167,2026-01-26,63.0,SeasonalNaive52
SKU_167,2026-02-02,73.0,SeasonalNaive52
SKU_167,2026-02-09,84.0,SeasonalNaive52
SKU_168,2026-01-05,195.0,SeasonalNaive52
SKU_168,2026-01-12,146.0,SeasonalNaive52
SKU_168,2026-01-19,123.0,SeasonalNaive52
SKU_168,2026-01-26,157.0,SeasonalNaive52
SKU_168,2026-02-02,155.0,SeasonalNaive52
SKU_168,2026-02-09,197.0,SeasonalNaive52
SKU_169,2026-01-05,57.0,SeasonalNaive52
SKU_169,2026-01-12,51.0,SeasonalNaive52
SKU_169,2026-01-19,46.0,SeasonalNaive52
SKU_169,2026-01-26,43.0,SeasonalNaive52
SKU_169,2026-02-02,50.0,SeasonalNaive52
SKU_169,2026-02-09,52.0,SeasonalNaive52
SKU_170,2026-01-05,67.0,SeasonalNaive52
SKU_170,2026-01-12,41.0,SeasonalNaive52
SKU_170,2026-01-19,56.0,SeasonalNaive52
SKU_170,2026-01-26,40.0,SeasonalNaive52
SKU_170,2026-02-02,46.0,SeasonalNaive52
SKU_170,2026-02-09,37.0,SeasonalNaive52
SKU_171,2026-01-05,333.0,SeasonalNaive52
SKU_171,2026-01-12,218.0,SeasonalNaive52
SKU_171,2026-01-19,289.0,SeasonalNaive52
SKU_171,2026-01-26,320.0,SeasonalNaive52
SKU_171,2026-02-02,322.0,SeasonalNaive52
SKU_171,2026-02-09,311.0,SeasonalNaive52
SKU_172,2026-01-05,259.0,SeasonalNaive52
SKU_172,2026-01-12,245.0,SeasonalNaive52
SKU_172,2026-01-19,211.0,SeasonalNaive52
SKU_172,2026-01-26,253.0,SeasonalNaive52
SKU_172,2026-02-02,224.0,SeasonalNaive52
SKU_172,2026-02-09,254.0,SeasonalNaive52
SKU_173,2026-01-05,91.0,SeasonalNaive52
