sku_id,week_start,demand_units,revenue,avg_unit_price,avg_discount_pct,promo_days,holiday_days,category,subcategory,launch_date,unit_cost,list_price,demand_class,base_daily_demand,lead_time_days,warehouse_id,week_of_year,month,quarter,time_index,lag_1,lag_2,lag_4,lag_8,lag_13,lag_52,rolling_mean_4,rolling_std_4
SKU_197,2024-07-29,146,95373.04000000001,653.24,0.0,0,0,Kitchen,Blender,2023-07-17,410.14,653.24,Medium,17.655,5,WH_001,31,7,3,30,147.0,140.0,174.0,159.0,154.0,,156.25,15.542951242712354
SKU_198,2024-07-29,96,114849.59999999999,1196.35,0.0,0,0,Storage,Organizer,2023-06-21,592.0,1196.35,Medium,14.436,2,WH_001,31,7,3,30,104.0,94.0,129.0,115.0,141.0,,115.75,19.972898304118676
SKU_199,2024-07-29,107,368774.43,3446.4900000000002,0.0,0,0,Furniture,Desk,2023-06-10,2253.99,3446.49,Medium,11.647,6,WH_001,31,7,3,30,132.0,101.0,94.0,115.0,110.0,,111.5,17.253019059476713
SKU_200,2024-07-29,336,351237.60000000003,1045.35,0.0,0,0,Decor,Vase,2023-11-24,485.25,1045.35,Fast,45.909,8,WH_001,31,7,3,30,368.0,343.0,418.0,368.0,376.0,,377.0,31.208973068654476
SKU_001,2024-08-05,390,1019655.24,2625.02,4.0042857142857144,2,0,Lighting,Floor Lamp,2023-11-10,1240.81,2734.5,Fast,42.526,3,WH_001,32,8,3,31,339.0,317.0,373.0,436.0,311.0,,349.0,25.97434631837083
SKU_002,2024-08-05,75,133646.23,1816.3600000000001,4.861428571428571,2,0,Kitchen,Cookware,2023-09-15,1217.0,1909.17,Medium,10.071,6,WH_001,32,8,3,31,64.0,65.0,87.0,96.0,79.0,,81.0,20.896570691543307
SKU_003,2024-08-05,43,33396.5,780.8942857142857,4.1971428571428575,2,0,Storage,Shelf,2023-04-15,529.43,815.1,Slow,6.825,9,WH_001,32,8,3,31,49.0,63.0,38.0,65.0,64.0,,49.5,10.279429296739517
SKU_004,2024-08-05,143,176214.84,1250.0928571428572,4.864285714285714,2,0,Lighting,Table Lamp,2023-06-30,930.34,1314.0,Medium,16.306,7,WH_001,32,8,3,31,151.0,136.0,140.0,152.0,133.0,,145.75,9.322910847298006
SKU_005,2024-08-05,188,283254.75,1541.9328571428573,5.2871428571428565,2,0,Furniture,Sofa,2023-06-13,1011.28,1628.01,Fast,25.87,9,WH_001,32,8,3,31,248.0,231.0,220.0,204.0,194.0,,230.5,12.556538801224919
SKU_006,2024-08-05,207,379129.01,1845.662857142857,3.32,2,0,Storage,Shelf,2023-11-02,1339.99,1909.05,Medium,24.426,7,WH_001,32,8,3,31,195.0,188.0,168.0,209.0,205.0,,195.5,26.286878856189823
SKU_007,2024-08-05,165,229150.83,1408.07,5.707142857142857,2,0,Lighting,LED Light,2023-12-26,715.99,1493.3,Medium,21.341,4,WH_001,32,8,3,31,147.0,193.0,182.0,172.0,170.0,,179.0,22.015146301277852
SKU_008,2024-08-05,33,37848.28,1148.3885714285714,2.394285714285714,2,0,Lighting,LED Light,2023-03-28,805.1,1176.56,Slow,5.185,7,WH_001,32,8,3,31,41.0,46.0,46.0,39.0,45.0,,42.5,4.358898943540664
SKU_009,2024-08-05,128,884270.35,7200.5257142857145,4.954285714285715,2,0,Furniture,Desk,2023-07-30,4742.64,7575.84,Medium,14.361,10,WH_001,32,8,3,31,100.0,111.0,136.0,85.0,129.0,,118.75,16.276260831857748
SKU_010,2024-08-05,34,22158.97,661.5642857142857,4.6257142857142854,2,0,Kitchen,Appliance,2023-01-03,465.07,693.65,Slow,3.42,8,WH_001,32,8,3,31,25.0,30.0,33.0,29.0,24.0,,28.0,4.242640687119285
SKU_011,2024-08-05,52,588888.04,11377.048571428571,4.35,2,0,Decor,Vase,2023-11-09,8000.98,11894.55,Slow,5.567,4,WH_001,32,8,3,31,39.0,36.0,43.0,52.0,44.0,,41.5,5.196152422706631
SKU_012,2024-08-05,253,376746.81,1500.9771428571428,2.1999999999999997,2,0,Storage,Cabinet,2023-11-06,754.28,1534.73,Fast,30.794,4,WH_001,32,8,3,31,227.0,291.0,283.0,275.0,267.0,,255.0,37.23797345005051
SKU_013,2024-08-05,23,16496.32,713.9399999999999,3.0585714285714287,2,0,Kitchen,Cookware,2023-10-30,342.02,736.46,Slow,2.332,5,WH_001,32,8,3,31,17.0,24.0,22.0,24.0,22.0,,19.25,4.573474244670746
SKU_014,2024-08-05,116,381516.52999999997,3285.1457142857143,5.507142857142857,2,0,Storage,Organizer,2023-01-07,2385.81,3476.59,Medium,13.406,6,WH_001,32,8,3,31,93.0,82.0,120.0,99.0,144.0,,99.5,16.13484841370793
SKU_015,2024-08-05,35,37695.09,1062.2614285714285,5.671428571428572,2,0,Kitchen,Appliance,2023-10-07,582.58,1126.12,Slow,3.089,7,WH_001,32,8,3,31,20.0,28.0,28.0,38.0,25.0,,24.75,3.947573094109006
SKU_016,2024-08-05,51,113895.84000000001,2212.0514285714285,4.368571428571428,2,0,Decor,Cushion,2023-01-29,1104.39,2313.1,Slow,4.242,6,WH_001,32,8,3,31,46.0,31.0,42.0,44.0,23.0,,39.5,6.350852961085882
SKU_017,2024-08-05,60,219181.04,3756.4885714285715,3.781428571428571,2,0,Kitchen,Storage,2023-11-26,2646.07,3904.11,Slow,7.549,9,WH_001,32,8,3,31,58.0,61.0,66.0,69.0,79.0,,64.0,5.715476066494081
SKU_018,2024-08-05,437,359264.55,831.6657142857142,4.908571428571428,2,0,Furniture,Desk,2023-05-17,577.52,874.6,Fast,52.282,7,WH_001,32,8,3,31,404.0,432.0,371.0,449.0,467.0,,406.5,26.286878856189798
SKU_019,2024-08-05,132,210027.69,1608.4342857142858,4.424285714285714,2,0,Storage,Drawer,2023-02-22,967.59,1682.9,Medium,16.742,9,WH_001,32,8,3,31,141.0,129.0,142.0,114.0,141.0,,133.25,10.078855755160582
SKU_020,2024-08-05,84,164835.2,1960.4614285714285,2.891428571428572,2,0,Kitchen,Blender,2023-07-27,1135.72,2018.83,Medium,10.376,6,WH_001,32,8,3,31,88.0,94.0,73.0,91.0,88.0,,87.5,10.14889156509222
SKU_021,2024-08-05,129,676574.25,5318.084285714285,3.8685714285714283,2,0,Lighting,Ceiling Light,2023-09-04,3056.23,5532.08,Medium,14.229,3,WH_001,32,8,3,31,116.0,98.0,117.0,136.0,120.0,,105.75,12.658988901172169
SKU_022,2024-08-05,466,647103.32,1403.162857142857,3.117142857142857,2,0,Decor,Cushion,2023-02-24,780.14,1448.3,Fast,57.072,6,WH_001,32,8,3,31,463.0,466.0,486.0,565.0,454.0,,495.25,48.25885065629586
SKU_023,2024-08-05,373,812006.3200000001,2247.522857142857,6.140000000000001,2,0,Storage,Shelf,2023-03-14,1421.96,2394.54,Fast,47.841,8,WH_001,32,8,3,31,393.0,402.0,402.0,377.0,368.0,,405.75,14.150971698084874
SKU_024,2024-08-05,73,80579.14,1104.6228571428571,3.434285714285714,2,0,Storage,Organizer,2023-05-28,780.6,1143.92,Medium,11.441,8,WH_001,32,8,3,31,95.0,96.0,98.0,125.0,111.0,,94.25,4.349329450233275
SKU_025,2024-08-05,70,123980.17,1762.1100000000001,6.484285714285714,2,0,Lighting,Ceiling Light,2023-04-12,890.91,1884.28,Medium,9.617,6,WH_001,32,8,3,31,50.0,92.0,99.0,81.0,75.0,,76.0,23.309511649396118
SKU_026,2024-08-05,407,670469.78,1667.0028571428572,3.268571428571429,2,0,Furniture,Desk,2023-08-06,1139.66,1723.34,Fast,53.031,7,WH_001,32,8,3,31,444.0,490.0,393.0,461.0,443.0,,454.0,45.97825573029059
SKU_027,2024-08-05,277,294954.37,1077.5842857142857,5.707142857142857,2,0,Kitchen,Storage,2023-05-31,543.59,1142.8,Fast,33.868,6,WH_001,32,8,3,31,275.0,287.0,275.0,353.0,300.0,,274.5,10.630145812734732
SKU_028,2024-08-05,159,173796.69,1101.8442857142857,6.461428571428572,2,0,Furniture,Sofa,2023-07-12,696.3,1177.96,Medium,17.731,6,WH_001,32,8,3,31,157.0,159.0,158.0,141.0,150.0,,156.75,2.6299556396765915
SKU_029,2024-08-05,100,179230.06,1799.6685714285716,4.591428571428572,2,0,Furniture,Chair,2023-05-28,1323.1,1886.28,Medium,16.367,9,WH_001,32,8,3,31,146.0,115.0,140.0,159.0,160.0,,135.25,13.793114224133738
SKU_030,2024-08-05,51,31607.71,625.17,2.9057142857142857,2,0,Lighting,Table Lamp,2023-04-10,424.36,643.88,Slow,5.947,5,WH_001,32,8,3,31,38.0,62.0,50.0,55.0,56.0,,49.0,9.999999999999998
SKU_031,2024-08-05,214,630962.04,2971.7000000000003,2.7228571428571433,2,0,Lighting,LED Light,2023-03-29,1597.83,3054.86,Medium,23.272,9,WH_001,32,8,3,31,191.0,213.0,153.0,176.0,200.0,,183.25,25.250412537884067
SKU_032,2024-08-05,26,37704.64,1539.8385714285716,5.844285714285713,2,0,Storage,Cabinet,2023-12-01,929.3,1635.41,Slow,2.887,10,WH_001,32,8,3,31,18.0,25.0,31.0,24.0,23.0,,25.0,5.354126134736336
SKU_033,2024-08-05,149,239368.21,1607.0828571428572,3.16,2,0,Decor,Decor Piece,2023-01-25,1096.42,1659.52,Medium,17.401,7,WH_001,32,8,3,31,138.0,142.0,159.0,172.0,149.0,,144.25,10.012492197250403
SKU_034,2024-08-05,405,698757.9,1739.5585714285714,4.072857142857143,2,0,Decor,Vase,2023-02-27,874.05,1813.42,Fast,50.122,10,WH_001,32,8,3,31,404.0,395.0,386.0,422.0,398.0,,390.5,11.618950038622199
SKU_035,2024-08-05,105,812314.29,7791.7014285714295,4.658571428571428,2,0,Kitchen,Blender,2023-06-01,5191.48,8172.39,Medium,10.073,6,WH_001,32,8,3,31,81.0,75.0,108.0,75.0,79.0,,83.25,17.21191447805851
SKU_036,2024-08-05,297,1184905.62,4019.0885714285714,4.681428571428571,2,0,Furniture,Chair,2023-01-13,2400.95,4216.45,Fast,35.338,6,WH_001,32,8,3,31,268.0,318.0,330.0,306.0,312.0,,313.75,31.68990375498164
SKU_037,2024-08-05,405,926961.8099999999,2279.467142857143,4.838571428571428,2,0,Furniture,Sofa,2023-11-22,1722.77,2395.4,Fast,52.345,2,WH_001,32,8,3,31,391.0,391.0,499.0,423.0,483.0,,428.0,50.95095681142799
SKU_038,2024-08-05,215,275528.57,1286.507142857143,2.8771428571428572,2,0,Kitchen,Appliance,2023-05-04,834.16,1324.63,Fast,28.725,10,WH_001,32,8,3,31,203.0,212.0,244.0,240.0,256.0,,226.5,22.278539748675918
SKU_039,2024-08-05,52,98872.9,1909.8628571428574,3.0142857142857147,2,0,Decor,Decor Piece,2023-12-22,1014.2,1969.23,Slow,7.382,6,WH_001,32,8,3,31,47.0,73.0,61.0,58.0,70.0,,58.25,11.412712210513327
SKU_040,2024-08-05,57,111851.52,1970.24,3.684285714285714,2,0,Lighting,Table Lamp,2023-09-18,940.49,2045.6,Slow,7.464,7,WH_001,32,8,3,31,64.0,64.0,46.0,78.0,66.0,,59.5,9.000000000000002
SKU_041,2024-08-05,40,60856.08,1586.8942857142858,4.840000000000001,2,0,Kitchen,Appliance,2023-03-15,857.83,1667.6,Slow,5.636,4,WH_001,32,8,3,31,47.0,31.0,32.0,45.0,40.0,,41.25,11.729592206608604
SKU_042,2024-08-05,470,504057.1,1081.53,6.6257142857142854,2,0,Storage,Drawer,2023-11-19,739.54,1158.26,Fast,57.473,8,WH_001,32,8,3,31,418.0,437.0,472.0,474.0,523.0,,456.5,36.097091295560084
SKU_043,2024-08-05,29,120306.89,4081.637142857143,4.331428571428572,2,0,Lighting,Table Lamp,2023-11-17,2501.09,4266.45,Slow,3.211,6,WH_001,32,8,3,31,22.0,25.0,24.0,33.0,24.0,,26.0,4.8304589153964805
SKU_044,2024-08-05,225,397280.08,1794.8485714285712,6.081428571428572,2,0,Decor,Cushion,2023-03-11,959.59,1911.08,Fast,30.432,8,WH_001,32,8,3,31,209.0,211.0,247.0,283.0,281.0,,226.5,19.3476958145753
SKU_045,2024-08-05,200,270605.38,1353.83,5.081428571428572,2,0,Storage,Organizer,2023-05-23,662.82,1426.29,Medium,24.663,2,WH_001,32,8,3,31,202.0,178.0,198.0,191.0,233.0,,206.5,29.59166549328825
SKU_046,2024-08-05,372,838335.39,2318.2657142857142,5.401428571428572,2,0,Lighting,Ceiling Light,2023-08-04,1163.47,2450.62,Fast,49.835,3,WH_001,32,8,3,31,357.0,405.0,463.0,514.0,352.0,,396.25,49.62106407565239
SKU_047,2024-08-05,340,415880.77,1241.8328571428572,2.3871428571428575,2,0,Decor,Cushion,2023-03-21,791.1,1272.2,Fast,41.05,9,WH_001,32,8,3,31,286.0,315.0,354.0,337.0,364.0,,315.5,28.431203515386684
SKU_048,2024-08-05,283,592770.83,2140.767142857143,5.998571428571428,2,0,Decor,Cushion,2023-08-02,1455.12,2277.4,Fast,35.547,7,WH_001,32,8,3,31,293.0,284.0,247.0,315.0,291.0,,274.75,19.90602923739437
SKU_049,2024-08-05,254,346974.44,1390.3142857142855,4.188571428571429,2,0,Lighting,Floor Lamp,2023-06-30,811.29,1451.1,Fast,30.195,10,WH_001,32,8,3,31,201.0,299.0,236.0,256.0,257.0,,243.5,40.71445279832049
SKU_050,2024-08-05,36,240694.71000000002,6689.5257142857145,3.6585714285714284,2,0,Furniture,Table,2023-11-28,3926.86,6943.63,Slow,3.668,4,WH_001,32,8,3,31,35.0,39.0,26.0,40.0,28.0,,31.75,6.291528696058957
SKU_051,2024-08-05,141,300128.13,2107.6414285714286,5.702857142857143,2,0,Furniture,Chair,2023-08-05,1137.12,2235.09,Medium,15.001,10,WH_001,32,8,3,31,112.0,152.0,113.0,114.0,115.0,,129.5,20.141168453361054
SKU_052,2024-08-05,44,36332.15,830.6428571428571,4.594285714285713,2,0,Furniture,Sofa,2023-07-11,444.82,870.65,Slow,4.51,6,WH_001,32,8,3,31,35.0,62.0,48.0,35.0,53.0,,44.5,13.428824718989125
SKU_053,2024-08-05,175,159935.66,925.3014285714286,3.9271428571428575,2,0,Lighting,Ceiling Light,2023-05-10,603.07,963.12,Medium,19.934,7,WH_001,32,8,3,31,157.0,144.0,144.0,131.0,173.0,,151.0,8.124038404635947
SKU_054,2024-08-05,125,164315.02,1367.5714285714287,5.28,2,0,Lighting,Floor Lamp,2023-06-22,790.3,1443.79,Medium,15.334,7,WH_001,32,8,3,31,131.0,142.0,137.0,138.0,130.0,,130.25,13.598406769422173
SKU_055,2024-08-05,176,358733.8,2039.8,1.9742857142857144,2,0,Lighting,Table Lamp,2023-01-30,1219.35,2080.88,Medium,23.069,8,WH_001,32,8,3,31,171.0,147.0,204.0,223.0,198.0,,182.25,28.605069480775615
SKU_056,2024-08-05,188,196002.85,1048.7957142857142,3.2928571428571423,2,0,Lighting,Ceiling Light,2023-08-14,521.95,1084.5,Medium,22.236,6,WH_001,32,8,3,31,176.0,172.0,210.0,165.0,195.0,,187.0,17.165857586111652
SKU_057,2024-08-05,237,622935.71,2660.0214285714287,4.12,2,0,Kitchen,Cookware,2023-09-21,1498.75,2774.35,Fast,26.945,6,WH_001,32,8,3,31,220.0,247.0,206.0,199.0,223.0,,217.0,22.464787260658998
SKU_058,2024-08-05,63,201536.81,3182.9842857142858,3.7357142857142853,2,0,Kitchen,Cookware,2023-07-26,2252.62,3306.51,Medium,8.25,9,WH_001,32,8,3,31,52.0,57.0,62.0,73.0,91.0,,64.5,15.545631755148024
SKU_059,2024-08-05,48,197239.97999999998,4196.817142857143,3.9185714285714286,2,0,Furniture,Sofa,2023-11-19,2395.95,4367.96,Slow,5.605,6,WH_001,32,8,3,31,47.0,60.0,41.0,56.0,40.0,,50.0,8.041558721209881
SKU_060,2024-08-05,99,827912.1900000001,8402.782857142856,3.1971428571428575,2,0,Furniture,Desk,2023-03-26,5559.38,8680.3,Medium,13.286,8,WH_001,32,8,3,31,79.0,126.0,94.0,126.0,108.0,,102.25,20.271079563424014
SKU_061,2024-08-05,69,97321.86,1424.94,3.9585714285714286,2,0,Lighting,Ceiling Light,2023-10-17,878.0,1483.68,Medium,8.182,6,WH_001,32,8,3,31,68.0,61.0,75.0,65.0,77.0,,65.75,7.274384280931733
SKU_062,2024-08-05,547,607711.22,1119.2642857142857,2.73,2,0,Kitchen,Cookware,2023-01-17,778.48,1150.67,Fast,59.62,7,WH_001,32,8,3,31,484.0,535.0,481.0,431.0,478.0,,503.75,25.88918693199927
SKU_063,2024-08-05,45,181357.4,4098.6,4.438571428571429,2,0,Kitchen,Appliance,2023-08-11,2022.74,4288.97,Slow,4.689,9,WH_001,32,8,3,31,41.0,31.0,34.0,44.0,48.0,,38.25,7.182153808805083
SKU_064,2024-08-05,84,169475.53,2049.6585714285716,3.725714285714286,2,0,Lighting,LED Light,2023-09-12,1479.46,2128.96,Medium,10.561,3,WH_001,32,8,3,31,85.0,77.0,91.0,116.0,83.0,,84.75,5.795112883571226
SKU_065,2024-08-05,21,47641.47,2306.6142857142854,4.497142857142857,2,0,Kitchen,Cookware,2023-07-07,1469.3,2415.25,Slow,3.752,8,WH_001,32,8,3,31,29.0,38.0,21.0,35.0,31.0,,31.5,8.18535277187245
SKU_066,2024-08-05,55,56816.76,1045.8842857142856,3.1157142857142857,2,0,Kitchen,Blender,2023-02-24,674.99,1079.52,Slow,7.062,7,WH_001,32,8,3,31,58.0,57.0,61.0,58.0,49.0,,60.25,3.5939764421412947
SKU_067,2024-08-05,80,118013.05,1476.9257142857143,3.2571428571428567,2,0,Kitchen,Storage,2023-08-21,909.4,1526.67,Medium,8.988,9,WH_001,32,8,3,31,59.0,55.0,78.0,74.0,69.0,,63.5,10.08298897483611
SKU_068,2024-08-05,196,415500.66000000003,2192.1828571428573,5.178571428571429,2,0,Decor,Vase,2023-04-25,1355.44,2311.88,Medium,21.067,9,WH_001,32,8,3,31,161.0,199.0,166.0,180.0,172.0,,177.5,17.406895185529184
SKU_069,2024-08-05,200,266054.54,1375.0514285714287,6.731428571428571,2,0,Furniture,Table,2023-08-30,861.99,1474.3,Medium,22.455,9,WH_001,32,8,3,31,180.0,156.0,172.0,208.0,179.0,,172.0,11.313708498984747
SKU_070,2024-08-05,237,229984.63,979.9571428571428,2.9857142857142853,2,0,Kitchen,Storage,2023-05-17,502.97,1010.12,Medium,23.595,7,WH_001,32,8,3,31,196.0,200.0,197.0,204.0,217.0,,202.0,8.83176086632783
SKU_071,2024-08-05,16,49617.83,3102.652857142857,3.9828571428571427,2,0,Furniture,Sofa,2023-01-28,1845.16,3231.37,Slow,2.149,5,WH_001,32,8,3,31,13.0,15.0,15.0,28.0,18.0,,13.75,1.4999999999999958
SKU_072,2024-08-05,27,18552.49,673.1071428571429,4.147142857142858,2,0,Decor,Vase,2023-10-31,436.17,702.23,Slow,3.668,8,WH_001,32,8,3,31,25.0,35.0,35.0,29.0,39.0,,29.25,6.751543033509696
SKU_073,2024-08-05,134,88793.58,670.79,4.0600000000000005,2,0,Storage,Drawer,2023-03-30,485.16,699.18,Medium,16.118,6,WH_001,32,8,3,31,131.0,114.0,147.0,143.0,137.0,,132.5,13.964240043768946
SKU_074,2024-08-05,202,162322.72,803.7785714285714,5.312857142857142,2,0,Decor,Cushion,2023-12-05,549.86,848.88,Medium,22.736,3,WH_001,32,8,3,31,176.0,154.0,184.0,217.0,205.0,,182.75,26.11991577321795
SKU_075,2024-08-05,185,148888.25,817.0785714285714,2.4699999999999998,2,0,Furniture,Table,2023-01-13,599.71,837.77,Medium,19.12,3,WH_001,32,8,3,31,147.0,138.0,167.0,143.0,158.0,,149.75,12.257650672131287
SKU_076,2024-08-05,111,604513.6799999999,5552.445714285714,5.577142857142857,2,0,Decor,Vase,2023-12-31,2711.21,5880.44,Medium,13.89,3,WH_001,32,8,3,31,97.0,108.0,120.0,136.0,128.0,,111.5,11.328430311977614
SKU_077,2024-08-05,185,242641.55,1315.3314285714284,3.7628571428571425,2,0,Decor,Decor Piece,2023-07-16,975.92,1366.76,Medium,24.754,4,WH_001,32,8,3,31,203.0,222.0,195.0,238.0,227.0,,204.5,12.124355652982139
SKU_078,2024-08-05,29,33529.600000000006,1179.452857142857,4.622857142857143,2,0,Lighting,Floor Lamp,2023-06-18,865.23,1236.63,Slow,5.333,9,WH_001,32,8,3,31,39.0,44.0,51.0,41.0,59.0,,45.25,5.057996968497839
SKU_079,2024-08-05,47,127004.17,2753.1671428571426,6.848571428571428,2,0,Kitchen,Appliance,2023-12-15,1417.21,2955.56,Slow,4.236,10,WH_001,32,8,3,31,38.0,33.0,40.0,42.0,36.0,,36.75,2.986078811194813
SKU_080,2024-08-05,211,144890.11,686.8842857142857,3.724285714285714,2,0,Lighting,Ceiling Light,2023-04-06,475.33,713.45,Medium,22.713,8,WH_001,32,8,3,31,166.0,178.0,190.0,237.0,180.0,,174.25,12.338962679253033
SKU_081,2024-08-05,46,89174.95999999999,1998.1342857142856,5.128571428571429,2,0,Lighting,Table Lamp,2023-02-22,950.32,2106.14,Slow,5.731,10,WH_001,32,8,3,31,45.0,40.0,41.0,56.0,50.0,,44.5,5.446711546122731
SKU_082,2024-08-05,42,47976.2,1141.9314285714286,5.094285714285715,2,0,Decor,Cushion,2023-04-21,759.64,1203.22,Slow,4.408,10,WH_001,32,8,3,31,41.0,33.0,35.0,38.0,38.0,,33.5,6.608075867199664
SKU_083,2024-08-05,335,296954.05,877.28,4.144285714285714,2,0,Lighting,LED Light,2023-02-24,485.72,915.22,Fast,37.181,8,WH_001,32,8,3,31,329.0,311.0,338.0,342.0,328.0,,330.5,14.387494569938124
SKU_084,2024-08-05,197,273064.82,1418.3957142857143,3.5785714285714287,2,0,Furniture,Sofa,2023-02-19,695.66,1471.04,Medium,23.071,3,WH_001,32,8,3,31,208.0,185.0,196.0,221.0,175.0,,192.75,11.814539065631479
SKU_085,2024-08-05,191,456313.42,2411.617142857143,4.725714285714285,2,0,Furniture,Sofa,2023-01-02,1341.61,2531.26,Medium,21.726,8,WH_001,32,8,3,31,174.0,172.0,187.0,184.0,209.0,,179.0,7.164728420068226
SKU_086,2024-08-05,194,308326.06,1595.22,2.807142857142857,2,0,Furniture,Table,2023-02-23,1002.35,1641.29,Medium,24.959,8,WH_001,32,8,3,31,189.0,217.0,198.0,237.0,195.0,,202.5,11.902380714238092
SKU_087,2024-08-05,351,670347.41,1923.6685714285716,3.96,2,0,Lighting,Floor Lamp,2023-11-13,1098.94,2002.99,Fast,42.392,2,WH_001,32,8,3,31,316.0,317.0,353.0,364.0,348.0,,336.25,22.940139493908955
SKU_088,2024-08-05,37,92530.98,2517.0042857142857,4.537142857142857,2,0,Kitchen,Cookware,2023-01-15,1430.88,2636.64,Slow,4.72,7,WH_001,32,8,3,31,25.0,39.0,41.0,39.0,47.0,,37.25,8.421203397773183
SKU_089,2024-08-05,412,571412.42,1399.0028571428572,4.071428571428571,2,0,Furniture,Sofa,2023-06-18,768.31,1458.37,Fast,51.319,5,WH_001,32,8,3,31,379.0,449.0,443.0,450.0,389.0,,423.0,31.706991868250974
SKU_090,2024-08-05,232,126041.18000000001,571.9371428571428,3.712857142857143,2,0,Kitchen,Appliance,2023-09-12,386.35,593.99,Medium,23.454,6,WH_001,32,8,3,31,198.0,186.0,191.0,235.0,172.0,,203.75,24.662724910277046
SKU_091,2024-08-05,112,317638.1,2878.5728571428567,3.982857142857143,2,0,Furniture,Desk,2023-10-05,1610.13,2997.97,Medium,13.09,3,WH_001,32,8,3,31,95.0,101.0,109.0,108.0,120.0,,104.25,7.7190241179396075
SKU_092,2024-08-05,158,1255376.94,8006.901428571428,5.462857142857142,2,0,Lighting,Table Lamp,2023-06-02,4813.79,8469.56,Medium,21.464,9,WH_001,32,8,3,31,166.0,167.0,163.0,204.0,179.0,,167.75,5.1234753829798
SKU_093,2024-08-05,364,923197.4299999999,2570.942857142857,4.859999999999999,2,0,Kitchen,Blender,2023-03-10,1874.54,2702.27,Fast,48.611,4,WH_001,32,8,3,31,364.0,379.0,385.0,445.0,471.0,,388.5,26.5141471671257
SKU_094,2024-08-05,90,115023.03,1282.5271428571427,2.717142857142857,2,0,Decor,Decor Piece,2023-07-30,933.31,1318.34,Medium,9.732,7,WH_001,32,8,3,31,79.0,72.0,88.0,91.0,85.0,,79.0,6.683312551921152
SKU_095,2024-08-05,68,141304.91,2094.0457142857144,5.147142857142858,2,0,Decor,Decor Piece,2023-01-16,1054.85,2207.67,Medium,8.609,4,WH_001,32,8,3,31,61.0,69.0,67.0,66.0,83.0,,65.75,3.403429642777016
SKU_096,2024-08-05,39,15044.919999999998,387.82,2.641428571428572,2,0,Kitchen,Cookware,2023-09-27,212.87,398.34,Slow,4.731,6,WH_001,32,8,3,31,40.0,28.0,48.0,49.0,32.0,,43.0,11.944315244779277
SKU_097,2024-08-05,46,66738.04000000001,1482.7442857142858,3.3999999999999995,2,0,Decor,Decor Piece,2023-12-10,980.08,1534.95,Slow,4.307,6,WH_001,32,8,3,31,37.0,29.0,47.0,40.0,39.0,,37.25,7.410578025138571
SKU_098,2024-08-05,135,338813.31,2525.0814285714287,2.4271428571428575,2,0,Furniture,Chair,2023-11-07,1242.86,2587.89,Medium,15.082,2,WH_001,32,8,3,31,131.0,100.0,124.0,141.0,136.0,,119.5,13.478377746103805
SKU_099,2024-08-05,37,33047.38,870.6828571428571,5.2057142857142855,2,0,Furniture,Table,2023-07-07,495.93,918.5,Slow,5.049,5,WH_001,32,8,3,31,35.0,34.0,37.0,53.0,38.0,,36.5,2.6457513110645996
SKU_100,2024-08-05,283,376224.83999999997,1362.1599999999999,4.934285714285714,2,0,Storage,Cabinet,2023-10-10,738.59,1432.85,Fast,34.112,4,WH_001,32,8,3,31,230.0,288.0,265.0,310.0,244.0,,267.5,27.160019636713564
SKU_101,2024-08-05,97,60478.590000000004,646.0185714285715,5.058571428571428,2,0,Storage,Organizer,2023-09-03,477.12,680.43,Medium,11.88,6,WH_001,32,8,3,31,88.0,82.0,97.0,98.0,100.0,,91.75,8.26135582092914
SKU_102,2024-08-05,91,76095.8,834.4285714285714,4.027142857142857,2,0,Lighting,Table Lamp,2023-05-26,423.69,869.44,Medium,10.558,2,WH_001,32,8,3,31,102.0,87.0,89.0,97.0,90.0,,89.75,8.845903006477062
SKU_103,2024-08-05,25,49737.77,2055.085714285714,4.711428571428571,2,0,Decor,Decor Piece,2023-12-21,1034.94,2156.7,Slow,3.13,8,WH_001,32,8,3,31,17.0,26.0,26.0,24.0,31.0,,24.0,4.690415759823429
SKU_104,2024-08-05,169,557997.01,3304.7971428571427,4.261428571428572,2,0,Storage,Organizer,2023-04-26,1557.77,3451.89,Medium,18.033,9,WH_001,32,8,3,31,123.0,150.0,144.0,187.0,176.0,,135.0,14.071247279470283
SKU_105,2024-08-05,93,292075.16,3153.0099999999998,4.3500000000000005,2,0,Lighting,LED Light,2023-03-25,2244.79,3296.4,Medium,10.767,4,WH_001,32,8,3,31,87.0,95.0,81.0,100.0,91.0,,93.0,12.11060141638996
SKU_106,2024-08-05,142,196448.53999999998,1421.8614285714284,4.045714285714285,2,0,Lighting,Floor Lamp,2023-02-04,811.46,1481.81,Medium,18.258,10,WH_001,32,8,3,31,138.0,147.0,114.0,182.0,120.0,,137.5,16.58312395177699
SKU_107,2024-08-05,161,151805.69,944.8257142857143,4.494285714285715,2,0,Kitchen,Cookware,2023-05-27,502.97,989.29,Medium,21.587,6,WH_001,32,8,3,31,174.0,197.0,194.0,186.0,193.0,,177.25,24.40457607362466
SKU_108,2024-08-05,21,58029.39,2792.097142857143,4.112857142857143,2,0,Decor,Vase,2023-04-08,1325.31,2911.87,Slow,2.179,5,WH_001,32,8,3,31,12.0,21.0,28.0,21.0,13.0,,19.25,6.898067362191627
